reward,loss,trades,avg_q,total_actions,backs_per_competitor,lays_per_competitor,most_common_action,most_common_competitor,winner,simulation
0.37,170.8895263671875,17,45.74187469482422,33,"[5, 1, 3, 4, 6]","[5, 3, 2, 2, 2]",8,4,3,12759
-0.255,106.29325103759766,19,34.327003479003906,35,"[2, 0, 6, 4, 3]","[4, 3, 7, 4, 2]",5,2,2,12760
-0.12,102.93324279785156,13,30.093847274780273,34,"[4, 6, 2, 3, 5]","[3, 5, 2, 2, 2]",2,1,0,12761
-0.15620103880763053,33.91657638549805,25,36.303794860839844,38,"[4, 2, 8, 1, 6]","[5, 3, 4, 1, 4]",4,2,3,12762
-0.3,55.03367233276367,24,35.16925811767578,41,"[5, 4, 3, 4, 8]","[2, 6, 2, 2, 5]",8,4,4,12763
0.195,81.85604858398438,17,36.801490783691406,36,"[3, 2, 3, 5, 1]","[4, 4, 4, 5, 5]",9,4,4,12764
0.105,148.62997436523438,24,40.81447982788086,35,"[3, 4, 2, 3, 4]","[4, 5, 4, 5, 1]",3,1,2,12765
-1.5779222947359086,54.67256164550781,15,40.245452880859375,44,"[3, 4, 6, 4, 6]","[6, 2, 3, 4, 6]",9,4,4,12766
0.64,97.85509490966797,18,32.822105407714844,35,"[1, 2, 5, 3, 6]","[4, 3, 7, 3, 1]",5,2,4,12767
0.3847119130194187,183.4790496826172,22,34.87928009033203,36,"[0, 4, 4, 5, 3]","[4, 5, 3, 5, 3]",6,3,4,12768
-0.15616689950227738,395.6221923828125,17,37.15305709838867,34,"[4, 4, 5, 2, 0]","[0, 2, 6, 6, 5]",7,3,3,12769
0.525,75.55774688720703,19,45.99715042114258,37,"[5, 2, 3, 3, 5]","[3, 4, 4, 4, 4]",8,4,3,12770
-0.8437095020711421,151.86936950683594,19,42.5671272277832,39,"[3, 7, 3, 2, 5]","[7, 4, 2, 2, 4]",1,0,2,12771
0.51,42.09040069580078,24,36.826011657714844,39,"[5, 3, 0, 5, 6]","[5, 4, 2, 3, 6]",9,4,1,12772
0.0325,81.47901916503906,16,32.52626037597656,32,"[4, 2, 3, 1, 4]","[4, 5, 2, 2, 5]",9,4,4,12773
0.54,503.8868103027344,27,39.494144439697266,40,"[6, 0, 2, 5, 2]","[5, 6, 4, 6, 4]",7,3,3,12774
-0.655,88.3847885131836,23,44.59580612182617,33,"[4, 3, 3, 4, 3]","[3, 3, 4, 3, 3]",5,2,4,12775
0.0753305584192276,87.69640350341797,21,37.83945846557617,34,"[5, 4, 2, 4, 3]","[1, 4, 4, 4, 3]",0,0,2,12776
-0.47373042404651644,211.7347869873047,19,35.50456619262695,38,"[3, 1, 9, 3, 2]","[2, 4, 8, 3, 3]",4,2,4,12777
0.51,183.06527709960938,19,39.464332580566406,42,"[2, 7, 2, 7, 4]","[3, 5, 3, 5, 4]",6,3,1,12778
-0.555,56.73680877685547,22,35.494590759277344,39,"[3, 6, 0, 5, 3]","[5, 4, 5, 5, 3]",2,1,0,12779
-0.915,146.53411865234375,9,33.216552734375,32,"[4, 4, 4, 3, 4]","[3, 3, 1, 3, 3]",4,2,1,12780
0.3,111.70890808105469,12,33.722381591796875,36,"[1, 5, 2, 2, 7]","[7, 2, 5, 3, 2]",8,4,1,12781
-0.24,309.57830810546875,14,29.308704376220703,33,"[3, 6, 5, 1, 6]","[3, 2, 2, 3, 2]",2,1,1,12782
0.6,64.86188507080078,23,33.26759338378906,37,"[8, 6, 3, 3, 5]","[6, 2, 0, 2, 2]",0,0,1,12783
-0.105,28.81281852722168,18,29.97989273071289,39,"[4, 3, 5, 5, 2]","[4, 2, 3, 7, 4]",7,3,3,12784
-0.66,177.9658660888672,14,31.009384155273438,36,"[6, 5, 3, 2, 4]","[4, 1, 4, 4, 3]",0,0,2,12785
-0.7728467847406865,49.10742950439453,19,29.841106414794922,32,"[5, 4, 4, 3, 5]","[3, 2, 1, 1, 4]",0,0,4,12786
0.9,144.98590087890625,23,34.2454833984375,37,"[4, 1, 6, 5, 3]","[2, 6, 3, 4, 3]",3,1,2,12787
0.735,76.06797790527344,24,38.536399841308594,36,"[2, 5, 5, 1, 4]","[4, 6, 2, 5, 2]",3,1,2,12788
0.679749426394701,60.537269592285156,21,39.6944580078125,33,"[4, 3, 4, 1, 1]","[3, 6, 4, 3, 4]",3,1,2,12789
-0.21419275626540185,56.487823486328125,24,39.902706146240234,39,"[7, 9, 2, 4, 5]","[4, 2, 1, 1, 4]",2,1,4,12790
-0.5145737405121327,44.48525619506836,18,35.90778732299805,33,"[4, 2, 3, 3, 2]","[4, 2, 4, 5, 4]",7,3,4,12791
-0.21,54.470882415771484,22,43.66796875,33,"[3, 3, 4, 3, 4]","[2, 1, 5, 3, 5]",5,2,2,12792
0.165,67.32237243652344,22,49.082332611083984,40,"[2, 6, 3, 6, 3]","[2, 4, 3, 3, 8]",9,4,3,12793
0.885,66.7259750366211,24,44.01399230957031,38,"[3, 4, 2, 5, 3]","[2, 5, 6, 6, 2]",7,3,4,12794
-0.3,262.9342041015625,12,40.511131286621094,23,"[2, 2, 2, 3, 3]","[0, 2, 3, 4, 2]",7,3,1,12795
0.095,68.34951782226562,19,48.831565856933594,38,"[1, 4, 4, 3, 5]","[6, 5, 3, 3, 4]",1,0,3,12796
-0.615,77.17147064208984,29,51.0451774597168,36,"[3, 2, 3, 4, 5]","[6, 3, 3, 5, 2]",1,0,3,12797
-0.23529756978154182,149.43594360351562,17,48.26752471923828,39,"[1, 0, 6, 4, 8]","[7, 3, 3, 5, 2]",8,4,2,12798
-0.36,53.347862243652344,24,45.7601318359375,39,"[9, 3, 1, 4, 5]","[5, 5, 3, 2, 2]",0,0,1,12799
-0.37059622794389724,78.14066314697266,22,44.22941589355469,35,"[1, 2, 2, 4, 7]","[3, 4, 0, 8, 4]",7,3,3,12800
-0.6115018405020237,113.84639739990234,13,41.219383239746094,36,"[3, 4, 3, 7, 5]","[6, 1, 2, 3, 2]",6,3,3,12801
-0.74781778216362,66.72972869873047,23,46.68810272216797,42,"[3, 5, 11, 4, 5]","[0, 2, 1, 4, 7]",4,2,4,12802
-0.105,61.30120849609375,23,45.21410369873047,36,"[5, 2, 4, 4, 3]","[3, 5, 4, 2, 4]",0,0,4,12803
-0.4783187913894653,420.2378234863281,21,39.688751220703125,35,"[5, 3, 4, 5, 1]","[2, 5, 2, 3, 5]",0,0,4,12804
1.4306203907728194,35.22564697265625,26,36.161293029785156,39,"[1, 4, 0, 4, 3]","[2, 5, 7, 7, 6]",7,3,1,12805
-0.007555012702941895,723.458251953125,14,42.51866912841797,30,"[2, 2, 6, 1, 7]","[5, 3, 1, 3, 0]",8,4,4,12806
-0.9452150282263756,63.26642990112305,19,37.567481994628906,37,"[3, 3, 1, 3, 5]","[1, 9, 8, 1, 3]",3,1,2,12807
0.315,954.2255249023438,27,40.46010971069336,41,"[5, 4, 4, 3, 5]","[3, 3, 4, 3, 7]",9,4,0,12808
0.315,42.27034378051758,14,34.55718231201172,35,"[5, 3, 2, 6, 1]","[3, 4, 2, 3, 6]",9,4,1,12809
-0.33,44.32163619995117,15,35.02690887451172,34,"[2, 7, 0, 3, 4]","[3, 5, 6, 3, 1]",2,1,3,12810
-0.345,28.11798667907715,19,26.69411277770996,36,"[5, 4, 1, 2, 3]","[5, 3, 3, 6, 4]",7,3,0,12811
-6.27,621.1951904296875,23,28.334918975830078,36,"[5, 6, 3, 3, 5]","[4, 3, 2, 3, 2]",2,1,0,12812
0.3,266.55340576171875,17,28.77836036682129,33,"[4, 3, 2, 3, 4]","[5, 3, 1, 6, 2]",7,3,4,12813
0.21,266.7459411621094,27,28.449392318725586,34,"[2, 8, 2, 3, 1]","[5, 4, 5, 0, 4]",2,1,0,12814
1.05,39.464725494384766,20,30.059717178344727,33,"[3, 2, 2, 4, 6]","[5, 4, 4, 1, 2]",8,4,4,12815
-0.915,380.6286315917969,13,31.346405029296875,36,"[8, 5, 4, 4, 4]","[4, 2, 0, 3, 2]",0,0,1,12816
1.695,225.04180908203125,19,33.48906326293945,36,"[1, 2, 4, 4, 0]","[3, 3, 8, 5, 6]",5,2,1,12817
1.05,37.98278045654297,19,34.64630889892578,37,"[3, 2, 4, 3, 5]","[4, 7, 3, 4, 2]",3,1,4,12818
-0.015,83.75402069091797,14,30.848186492919922,33,"[5, 2, 0, 7, 4]","[5, 3, 3, 2, 2]",6,3,0,12819
-0.3309886434674263,91.63798522949219,16,38.50649642944336,39,"[5, 4, 4, 6, 2]","[7, 4, 5, 2, 0]",1,0,2,12820
0.435,945.5609741210938,24,45.28421401977539,36,"[1, 4, 3, 4, 4]","[4, 3, 4, 4, 5]",9,4,3,12821
1.5058636063337325,279.3778991699219,24,40.68972396850586,43,"[3, 4, 3, 7, 5]","[5, 5, 4, 6, 1]",6,3,2,12822
-0.03,50.99155044555664,22,42.74018096923828,37,"[2, 3, 4, 1, 4]","[4, 4, 6, 2, 7]",9,4,0,12823
0.775,167.80517578125,16,42.59209442138672,34,"[2, 4, 2, 0, 8]","[5, 3, 6, 1, 3]",8,4,4,12824
-0.36,205.98794555664062,18,39.41889572143555,37,"[5, 4, 10, 1, 3]","[5, 1, 1, 4, 3]",4,2,3,12825
-0.82,80.17497253417969,16,38.54255294799805,34,"[5, 3, 6, 1, 2]","[5, 3, 3, 2, 4]",4,2,1,12826
-3.225,337.64404296875,16,38.0489501953125,33,"[4, 4, 2, 3, 7]","[3, 5, 1, 3, 1]",8,4,0,12827
-0.7192597804963589,1108.599365234375,25,40.8619384765625,35,"[4, 6, 3, 2, 4]","[3, 4, 3, 5, 1]",2,1,2,12828
-1.41,58.51103973388672,30,44.779579162597656,47,"[8, 1, 4, 5, 2]","[5, 7, 4, 5, 6]",0,0,1,12829
0.135,127.09651947021484,18,43.48503875732422,36,"[3, 7, 2, 4, 7]","[3, 2, 4, 3, 1]",2,1,0,12830
0.295,190.18792724609375,24,48.6105842590332,36,"[1, 5, 6, 2, 4]","[3, 2, 3, 3, 7]",9,4,1,12831
0.1575,557.22900390625,22,47.13705062866211,37,"[3, 3, 4, 2, 5]","[5, 5, 4, 2, 4]",8,4,4,12832
-0.525,70.37052154541016,22,47.49740219116211,36,"[3, 6, 1, 6, 3]","[4, 1, 2, 4, 6]",2,1,4,12833
0.54,74.0799560546875,21,42.22924041748047,38,"[1, 5, 4, 5, 2]","[3, 5, 7, 4, 2]",5,2,3,12834
0.75,312.0772705078125,23,39.79280090332031,41,"[7, 3, 4, 4, 4]","[0, 6, 5, 2, 6]",0,0,3,12835
-0.33,843.4044189453125,18,42.00346374511719,35,"[5, 3, 2, 5, 3]","[1, 2, 2, 6, 6]",7,3,2,12836
-0.15,59.53472900390625,11,40.79887008666992,39,"[5, 5, 6, 5, 1]","[5, 2, 6, 3, 1]",4,2,1,12837
-0.9691920050978661,39.882747650146484,24,34.29976272583008,34,"[5, 4, 3, 4, 1]","[5, 1, 7, 1, 3]",5,2,4,12838
-0.165,160.895263671875,18,39.11591720581055,37,"[5, 2, 4, 3, 0]","[6, 6, 5, 2, 4]",1,0,2,12839
-0.45,136.03155517578125,19,28.537771224975586,32,"[6, 4, 2, 1, 6]","[3, 2, 3, 2, 3]",8,4,1,12840
0.605,83.13280487060547,20,34.05400466918945,33,"[2, 2, 3, 2, 5]","[3, 3, 7, 5, 1]",5,2,4,12841
-0.03,45.71198272705078,24,37.547630310058594,38,"[5, 5, 6, 3, 4]","[5, 3, 3, 1, 3]",4,2,2,12842
0.405,157.78582763671875,22,43.099205017089844,42,"[5, 1, 3, 6, 5]","[4, 4, 4, 4, 6]",9,4,1,12843
0.09,209.68540954589844,18,48.085487365722656,38,"[1, 5, 1, 6, 5]","[7, 3, 3, 3, 4]",1,0,2,12844
0.75,60.88172149658203,18,48.04766082763672,36,"[3, 3, 3, 2, 2]","[7, 7, 6, 1, 2]",1,0,4,12845
0.4084958742558956,249.44964599609375,16,45.37586975097656,36,"[2, 1, 5, 4, 4]","[6, 4, 4, 2, 4]",1,0,4,12846
-0.04827899143099785,94.4467544555664,21,44.79799270629883,36,"[3, 2, 2, 4, 3]","[2, 4, 5, 6, 5]",7,3,4,12847
0.24544894456863403,183.6758575439453,17,45.339202880859375,40,"[5, 4, 7, 2, 4]","[4, 5, 2, 4, 3]",4,2,2,12848
-0.57,64.7146987915039,21,43.14986801147461,32,"[2, 1, 1, 4, 6]","[5, 4, 1, 5, 3]",8,4,3,12849
-0.13910940825939178,79.26460266113281,21,42.8885383605957,34,"[3, 5, 7, 1, 1]","[3, 5, 7, 1, 1]",4,2,2,12850
0.11252957746386529,57.55126190185547,15,38.16484069824219,38,"[3, 4, 2, 6, 3]","[5, 3, 5, 5, 2]",6,3,4,12851
-0.575,117.45301818847656,14,35.34589385986328,33,"[7, 1, 4, 3, 3]","[5, 3, 3, 2, 2]",0,0,2,12852
-0.615,86.4378662109375,19,33.9368896484375,36,"[2, 5, 5, 2, 2]","[4, 5, 1, 7, 3]",7,3,0,12853
-0.585,67.46527099609375,21,35.001129150390625,40,"[4, 8, 6, 1, 4]","[4, 3, 3, 5, 2]",2,1,1,12854
-0.315,49.23074722290039,15,28.621572494506836,34,"[4, 1, 7, 1, 3]","[2, 9, 3, 0, 4]",3,1,0,12855
-0.195,963.2560424804688,17,29.526782989501953,33,"[1, 3, 1, 3, 5]","[5, 4, 5, 4, 2]",1,0,3,12856
-0.075,284.69512939453125,23,36.331504821777344,34,"[6, 1, 4, 3, 2]","[2, 2, 5, 6, 3]",7,3,3,12857
0.355,78.4842529296875,13,42.18059158325195,36,"[3, 4, 7, 5, 0]","[5, 4, 4, 1, 3]",4,2,3,12858
-0.3323954923450947,60.683692932128906,21,38.145362854003906,34,"[7, 3, 5, 2, 2]","[5, 4, 0, 5, 1]",0,0,3,12859
-0.78,269.4115295410156,15,39.54928970336914,33,"[4, 3, 3, 5, 5]","[1, 3, 2, 4, 3]",6,3,2,12860
-0.57,60.39091110229492,21,38.85837936401367,36,"[3, 4, 4, 4, 4]","[4, 7, 3, 2, 1]",3,1,1,12861
0.165,347.5264587402344,14,42.4909553527832,37,"[4, 6, 4, 5, 3]","[2, 4, 3, 1, 5]",2,1,3,12862
3.463215483725071,135.27606201171875,19,41.543949127197266,36,"[5, 5, 3, 6, 4]","[4, 5, 1, 2, 1]",6,3,3,12863
0.33,44.05559539794922,11,38.57763671875,32,"[3, 4, 2, 2, 2]","[4, 1, 5, 3, 6]",9,4,2,12864
2.82,192.7659912109375,21,43.05226135253906,34,"[5, 3, 3, 4, 6]","[3, 2, 4, 2, 2]",8,4,0,12865
-0.525,120.84859466552734,21,50.66449737548828,36,"[6, 4, 2, 4, 4]","[3, 1, 5, 1, 6]",0,0,3,12866
-0.43743662774562836,222.86770629882812,13,46.632991790771484,36,"[1, 6, 4, 4, 3]","[3, 3, 5, 3, 4]",2,1,4,12867
-0.17,259.41900634765625,20,42.90281677246094,32,"[1, 2, 4, 1, 4]","[6, 3, 3, 3, 5]",1,0,0,12868
0.40380984961986544,83.994140625,26,49.56482696533203,37,"[4, 7, 1, 4, 2]","[4, 4, 3, 5, 3]",2,1,4,12869
0.42,643.7077026367188,21,48.02825164794922,34,"[6, 2, 4, 4, 1]","[4, 2, 3, 3, 5]",0,0,0,12870
-0.001852937638759613,263.95025634765625,22,42.979766845703125,33,"[3, 4, 5, 3, 1]","[4, 2, 2, 4, 5]",4,2,2,12871
-0.585,120.83673858642578,23,50.80867004394531,34,"[3, 3, 4, 5, 3]","[5, 0, 2, 5, 4]",6,3,0,12872
-0.893876604437828,136.02859497070312,12,49.603050231933594,36,"[0, 2, 2, 8, 5]","[6, 5, 3, 3, 2]",6,3,2,12873
-0.6,76.90824890136719,12,40.93017578125,33,"[5, 4, 5, 4, 6]","[3, 2, 1, 3, 0]",8,4,2,12874
-0.12,126.91751861572266,22,37.251792907714844,35,"[3, 2, 4, 4, 2]","[0, 2, 8, 2, 8]",5,2,2,12875
-1.07,83.5743408203125,22,40.81064987182617,36,"[4, 3, 6, 5, 2]","[3, 0, 1, 5, 7]",9,4,3,12876
0.020116397440433503,57.21207809448242,15,44.521976470947266,36,"[5, 4, 2, 2, 4]","[4, 5, 3, 2, 5]",3,1,2,12877
-0.9734760470688343,80.29584503173828,20,52.66120529174805,37,"[2, 5, 5, 2, 4]","[4, 3, 6, 4, 2]",5,2,3,12878
-0.588341037184,235.39804077148438,18,43.154502868652344,37,"[1, 4, 5, 7, 5]","[2, 1, 4, 5, 3]",6,3,2,12879
0.84,483.8752746582031,20,39.28314208984375,30,"[5, 0, 1, 4, 2]","[0, 4, 3, 7, 4]",7,3,1,12880
0.06,430.91845703125,24,40.75437545776367,37,"[3, 5, 2, 4, 3]","[5, 3, 1, 6, 5]",7,3,4,12881
-0.225,105.2573013305664,16,35.11812210083008,37,"[1, 3, 4, 5, 7]","[5, 1, 3, 4, 4]",8,4,3,12882
0.535,95.48100280761719,21,40.862510681152344,42,"[6, 5, 3, 3, 11]","[3, 3, 4, 3, 1]",8,4,4,12883
-0.565,47.913818359375,21,37.15062713623047,38,"[9, 4, 4, 4, 3]","[2, 0, 2, 5, 5]",0,0,4,12884
0.87,103.6284408569336,25,41.10447692871094,38,"[2, 4, 2, 4, 1]","[2, 3, 5, 7, 8]",9,4,2,12885
0.21,56.93122863769531,14,46.17985534667969,39,"[5, 3, 5, 2, 4]","[4, 6, 3, 3, 4]",3,1,2,12886
0.0004914602637290954,57.42263412475586,22,41.045448303222656,38,"[2, 2, 7, 3, 5]","[4, 1, 4, 6, 4]",4,2,3,12887
-0.34,115.85906219482422,22,37.41449737548828,36,"[2, 6, 3, 5, 4]","[4, 3, 4, 2, 3]",2,1,4,12888
-1.0903344956040382,312.5434875488281,17,36.79853820800781,30,"[3, 1, 8, 2, 5]","[3, 2, 2, 2, 2]",4,2,4,12889
1.175,41.045589447021484,25,35.40362548828125,36,"[2, 2, 4, 4, 1]","[3, 6, 6, 4, 4]",3,1,4,12890
-0.24,150.32315063476562,13,35.088417053222656,34,"[0, 3, 0, 4, 5]","[6, 9, 5, 2, 0]",3,1,0,12891
0.095,287.2504577636719,20,39.59526824951172,35,"[3, 3, 2, 3, 3]","[6, 3, 6, 3, 3]",5,2,4,12892
-0.075,76.57079315185547,24,42.930946350097656,36,"[3, 5, 6, 6, 3]","[2, 2, 5, 3, 1]",6,3,4,12893
-0.1468979611992836,123.29885864257812,18,36.304439544677734,34,"[3, 4, 5, 3, 2]","[4, 2, 5, 5, 1]",5,2,4,12894
-0.255,67.65103912353516,22,36.63554763793945,37,"[6, 3, 3, 3, 5]","[6, 4, 3, 2, 2]",0,0,1,12895
-1.5372822538018227,88.82351684570312,18,36.49262237548828,33,"[2, 1, 6, 5, 2]","[1, 7, 3, 4, 2]",3,1,1,12896
0.705,124.12395477294922,13,38.60051345825195,32,"[2, 5, 3, 4, 4]","[4, 3, 2, 2, 3]",2,1,2,12897
-1.5,222.47572326660156,17,50.186466217041016,37,"[8, 2, 3, 4, 4]","[1, 3, 2, 9, 1]",7,3,2,12898
-0.6,58.97726821899414,14,42.00462341308594,37,"[6, 1, 5, 2, 4]","[4, 1, 5, 4, 5]",0,0,1,12899
0.1026146286725998,50.296775817871094,15,34.494049072265625,28,"[5, 3, 3, 1, 5]","[1, 5, 3, 0, 2]",8,4,4,12900
-1.05,644.856201171875,15,37.57947540283203,33,"[5, 1, 5, 3, 5]","[1, 4, 2, 5, 2]",7,3,1,12901
-0.15371396780014038,47.70361328125,16,36.948387145996094,33,"[3, 3, 3, 4, 2]","[8, 5, 3, 1, 1]",1,0,4,12902
-0.3,417.4874572753906,16,49.273536682128906,39,"[6, 4, 4, 5, 4]","[3, 4, 5, 3, 1]",0,0,1,12903
-1.1255980756878854,165.5500946044922,19,43.14398193359375,35,"[5, 4, 1, 2, 3]","[1, 4, 5, 6, 4]",7,3,3,12904
-0.63,257.779052734375,25,34.88640213012695,34,"[4, 6, 3, 4, 5]","[3, 0, 2, 3, 4]",2,1,4,12905
-0.93,238.5115203857422,22,37.602294921875,35,"[4, 4, 3, 6, 3]","[3, 3, 0, 6, 3]",7,3,0,12906
-1.24620512932539,63.413455963134766,18,43.87793731689453,39,"[4, 6, 2, 2, 6]","[5, 4, 4, 2, 4]",2,1,2,12907
-0.575,157.6520233154297,26,37.48970413208008,35,"[4, 2, 6, 7, 4]","[4, 3, 2, 3, 0]",6,3,3,12908
0.87,38.721126556396484,19,40.59368896484375,39,"[3, 5, 1, 3, 1]","[6, 9, 1, 6, 4]",3,1,2,12909
-0.4773878845572472,609.9857788085938,20,47.556556701660156,37,"[4, 0, 2, 4, 6]","[3, 1, 8, 8, 1]",7,3,2,12910
-2.7,317.5016174316406,19,40.34436798095703,36,"[4, 2, 6, 2, 7]","[4, 5, 1, 1, 4]",8,4,2,12911
-1.185,56.23699951171875,15,39.65327072143555,37,"[7, 2, 4, 7, 4]","[2, 3, 1, 3, 4]",0,0,4,12912
0.6090403202176095,160.22642517089844,24,36.17701721191406,35,"[5, 1, 5, 4, 6]","[4, 1, 5, 3, 1]",8,4,3,12913
-0.815,136.9268341064453,26,31.562618255615234,39,"[6, 3, 2, 5, 2]","[6, 2, 5, 3, 5]",0,0,2,12914
-0.66,112.74829864501953,22,27.429931640625,39,"[7, 4, 5, 4, 5]","[4, 0, 6, 3, 1]",0,0,3,12915
0.9,354.5716857910156,18,26.55942726135254,34,"[2, 3, 5, 4, 4]","[0, 3, 5, 5, 3]",4,2,0,12916
0.145,237.41114807128906,24,34.23377227783203,31,"[2, 5, 3, 0, 1]","[2, 3, 4, 8, 3]",7,3,3,12917
-0.555,1052.3076171875,14,33.83140563964844,35,"[3, 3, 2, 2, 6]","[3, 6, 3, 5, 2]",8,4,0,12918
0.36,124.3791275024414,27,40.42754364013672,37,"[2, 3, 1, 7, 5]","[4, 4, 2, 5, 4]",6,3,4,12919
0.24,325.0675354003906,18,48.59556198120117,37,"[2, 0, 5, 6, 2]","[5, 4, 1, 5, 7]",9,4,3,12920
-0.6,413.450927734375,22,41.05100631713867,33,"[3, 6, 4, 4, 2]","[3, 4, 4, 2, 1]",2,1,3,12921
0.27,172.8799591064453,23,42.018959045410156,34,"[1, 2, 3, 3, 4]","[4, 3, 4, 5, 5]",7,3,3,12922
0.075,146.4611358642578,22,36.51300811767578,29,"[3, 3, 3, 7, 3]","[1, 0, 3, 4, 2]",6,3,3,12923
0.105,69.85916900634766,15,41.56431198120117,33,"[3, 2, 2, 4, 4]","[0, 5, 4, 5, 4]",7,3,3,12924
-0.405,55.435577392578125,22,39.005340576171875,34,"[2, 4, 2, 6, 6]","[2, 1, 3, 3, 5]",8,4,3,12925
-0.58,332.85498046875,24,41.66319274902344,35,"[4, 1, 6, 3, 4]","[3, 5, 3, 4, 2]",4,2,4,12926
-0.48,48.51554870605469,19,32.197898864746094,30,"[3, 4, 4, 3, 2]","[2, 3, 3, 3, 3]",4,2,1,12927
-0.485,102.96855163574219,18,36.478538513183594,33,"[7, 1, 3, 3, 4]","[1, 4, 4, 6, 0]",0,0,2,12928
-1.08,361.4933776855469,18,38.71060562133789,33,"[4, 1, 4, 2, 4]","[3, 4, 3, 2, 6]",9,4,1,12929
0.315,135.8802490234375,17,39.04462432861328,36,"[3, 6, 1, 9, 2]","[2, 2, 2, 5, 4]",6,3,3,12930
0.265,201.7743682861328,27,44.72052764892578,38,"[4, 2, 2, 3, 5]","[5, 5, 4, 4, 4]",1,0,2,12931
0.51,76.07272338867188,18,37.64746856689453,32,"[2, 0, 3, 2, 5]","[4, 2, 6, 5, 3]",5,2,2,12932
-0.7249344500899315,301.5646057128906,18,40.817222595214844,37,"[6, 8, 4, 4, 2]","[3, 3, 2, 2, 3]",2,1,4,12933
0.645,344.85693359375,27,39.31395721435547,37,"[1, 7, 3, 2, 5]","[3, 3, 3, 5, 5]",2,1,4,12934
0.23132775023579596,110.5288314819336,21,33.72612762451172,38,"[4, 2, 2, 2, 5]","[8, 4, 2, 6, 3]",1,0,1,12935
1.485,53.2412223815918,19,29.38999366760254,38,"[0, 2, 7, 5, 1]","[4, 6, 5, 2, 6]",4,2,2,12936
-1.7792239259183407,39.24870681762695,18,35.01700973510742,40,"[4, 6, 7, 4, 5]","[6, 1, 1, 5, 1]",4,2,3,12937
-0.345,33.97454071044922,23,31.133153915405273,37,"[1, 4, 3, 4, 6]","[2, 5, 5, 2, 5]",8,4,1,12938
-0.495,476.6661071777344,19,38.128440856933594,41,"[2, 5, 1, 7, 3]","[8, 1, 5, 2, 7]",1,0,2,12939
1.2254046201705933,52.48427963256836,17,36.735313415527344,35,"[4, 4, 3, 2, 0]","[10, 5, 2, 2, 3]",1,0,2,12940
0.645,500.98907470703125,25,42.165679931640625,34,"[0, 4, 4, 4, 2]","[4, 6, 3, 1, 6]",3,1,4,12941
-0.345,68.1198501586914,17,35.11294174194336,34,"[2, 6, 7, 4, 0]","[1, 6, 2, 4, 2]",4,2,4,12942
4.995,416.5790100097656,24,41.101104736328125,39,"[6, 5, 2, 3, 6]","[1, 1, 7, 1, 7]",9,4,1,12943
-0.12132479012012481,242.4698944091797,20,43.64534378051758,35,"[4, 1, 4, 6, 3]","[1, 4, 6, 2, 4]",6,3,1,12944
1.005,261.5484619140625,21,40.63886642456055,34,"[4, 1, 0, 4, 5]","[3, 5, 5, 4, 3]",8,4,0,12945
-0.345,122.77876281738281,23,35.98850631713867,42,"[6, 8, 2, 7, 5]","[2, 4, 2, 4, 2]",2,1,1,12946
-0.21032842606306076,73.22273254394531,21,39.48411560058594,37,"[2, 3, 5, 5, 4]","[4, 5, 2, 3, 4]",6,3,3,12947
-0.72,268.24224853515625,24,44.12005615234375,34,"[2, 1, 2, 5, 7]","[4, 5, 2, 3, 3]",8,4,0,12948
0.285,68.79397583007812,14,42.76808166503906,36,"[1, 3, 8, 3, 4]","[3, 1, 3, 5, 5]",4,2,2,12949
0.405,42.309654235839844,24,39.46079635620117,37,"[2, 5, 5, 1, 3]","[6, 3, 5, 4, 3]",1,0,4,12950
-0.315,77.65152740478516,19,45.885833740234375,36,"[7, 5, 2, 2, 4]","[2, 3, 4, 2, 5]",0,0,3,12951
-0.45,72.7496566772461,23,45.24308395385742,38,"[2, 6, 5, 3, 6]","[2, 5, 2, 3, 4]",2,1,0,12952
-10.68,410.81201171875,20,40.07726287841797,35,"[4, 5, 1, 2, 4]","[10, 1, 2, 4, 2]",1,0,0,12953
-0.15,96.50444793701172,8,46.719886779785156,35,"[6, 7, 0, 4, 4]","[4, 2, 5, 2, 1]",2,1,4,12954
0.45,272.7444152832031,23,41.0767822265625,38,"[2, 2, 5, 4, 6]","[0, 5, 6, 6, 2]",7,3,0,12955
-0.715,175.03871154785156,17,40.77088165283203,33,"[6, 4, 4, 2, 2]","[3, 3, 2, 1, 6]",9,4,4,12956
-0.07915679886937141,54.04998016357422,19,45.486778259277344,39,"[3, 7, 3, 4, 3]","[1, 4, 6, 4, 4]",2,1,4,12957
-0.08,148.0264434814453,11,38.74092102050781,30,"[3, 3, 3, 2, 0]","[1, 7, 4, 4, 3]",3,1,4,12958
-0.84,71.22517395019531,12,43.617244720458984,33,"[3, 2, 7, 7, 2]","[5, 3, 2, 1, 1]",4,2,2,12959
2.7,1040.0103759765625,11,46.15179443359375,36,"[6, 1, 3, 4, 5]","[0, 6, 3, 3, 5]",3,1,0,12960
0.435,1456.143310546875,15,45.45518112182617,28,"[2, 4, 1, 3, 4]","[1, 3, 7, 1, 2]",5,2,4,12961
0.405,90.97315979003906,24,54.68074417114258,37,"[6, 3, 3, 3, 3]","[5, 4, 3, 3, 4]",0,0,3,12962
-0.585,111.38926696777344,21,45.69028091430664,34,"[4, 5, 8, 3, 4]","[3, 5, 2, 0, 0]",4,2,0,12963
